agent_type,episode_timestamp,step,previous_phase,duration,action_taken
dqn,2025-10-16T18:05:45.334531,2005,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2010,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2015,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2020,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2025,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2030,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2035,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2040,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2045,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2050,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2055,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2060,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2065,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2070,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2075,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2080,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2085,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2090,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2095,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2100,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2105,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2110,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2115,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2120,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2125,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2130,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2135,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2140,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2145,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2150,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2155,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2160,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2165,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2170,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2175,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2180,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2185,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2190,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2195,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2200,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2205,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2210,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2215,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2220,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2225,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2230,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2235,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2240,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2245,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2250,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2255,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2260,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2265,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2270,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2275,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2280,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2285,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2290,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2295,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2300,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2305,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2310,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2315,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2320,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2325,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2330,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2335,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2340,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2345,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2350,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2355,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2360,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2365,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2370,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2375,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2380,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2385,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2390,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2395,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2400,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2405,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2410,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2415,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2420,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2425,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2430,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2435,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2440,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2445,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2450,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2455,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2460,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2465,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2470,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2475,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2480,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2485,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2490,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2495,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2500,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2505,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2510,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2515,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2520,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2525,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2530,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2535,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2540,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2545,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2550,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2555,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2560,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2565,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2570,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2575,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2580,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2585,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2590,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2595,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2600,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2605,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2610,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2615,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2620,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2625,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2630,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2635,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2640,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2645,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2650,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2655,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2660,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2665,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2670,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2675,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2680,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2685,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2690,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2695,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2700,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2705,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2710,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2715,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2720,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2725,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2730,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2735,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2740,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2745,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2750,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2755,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2760,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2765,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2770,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2775,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2780,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2785,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2790,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2795,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2800,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2805,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2810,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2815,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2820,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2825,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2830,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2835,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2840,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2845,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2850,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2855,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2860,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2865,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2870,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2875,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2880,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2885,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2890,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2895,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2900,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2905,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2910,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2915,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2920,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2925,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2930,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2935,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2940,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2945,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2950,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2955,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2960,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2965,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2970,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2975,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2980,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2985,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2990,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,2995,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3000,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3005,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3010,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3015,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3020,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3025,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3030,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3035,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3040,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3045,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3050,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3055,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3060,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3065,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3070,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3075,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3080,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3085,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3090,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3095,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3100,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3105,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3110,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3115,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3120,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3125,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3130,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3135,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3140,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3145,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3150,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3155,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3160,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3165,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3170,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3175,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3180,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3185,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3190,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3195,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3200,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3205,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3210,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3215,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3220,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3225,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3230,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3235,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3240,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3245,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3250,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3255,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3260,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3265,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3270,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3275,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3280,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3285,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3290,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3295,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3300,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3305,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3310,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3315,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3320,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3325,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3330,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3335,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3340,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3345,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3350,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3355,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3360,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3365,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3370,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3375,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3380,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3385,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3390,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3395,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3400,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3405,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3410,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3415,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3420,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3425,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3430,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3435,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3440,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3445,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3450,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3455,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3460,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3465,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3470,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3475,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3480,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3485,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3490,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3495,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3500,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3505,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3510,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3515,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3520,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3525,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3530,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3535,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3540,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3545,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3550,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3555,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3560,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3565,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3570,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3575,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3580,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3585,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3590,0.5,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3595,0.0,5,SWITCH
dqn,2025-10-16T18:05:45.334531,3600,0.5,5,SWITCH
